Theater Name,Film Title,Format,Showtime,Daypart,Ticket Type,Price,Capacity,Previous Price,Price_Change
Cinemark Rave Ridgmar 13 and XD,Nobody 2 (2025),2D,11:00a,Unknown,Child,$17.05,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Nobody 2 (2025),2D,11:00a,Unknown,Matinee DBOX,$17.05,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Nobody 2 (2025),2D,11:00a,Unknown,Senior,$17.05,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Nobody 2 (2025),2D,1:20p,Unknown,Child,$17.05,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Nobody 2 (2025),2D,1:20p,Unknown,Matinee DBOX,$17.05,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Nobody 2 (2025),2D,1:20p,Unknown,Senior,$17.05,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Nobody 2 (2025),2D,4:00p,Unknown,General Admission DBOX,$20.57,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Nobody 2 (2025),2D,4:00p,Unknown,Child,$17.05,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Nobody 2 (2025),2D,4:00p,Unknown,Senior,$17.05,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Nobody 2 (2025),2D,6:20p,Unknown,General Admission DBOX,$20.57,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Nobody 2 (2025),2D,6:20p,Unknown,Child,$17.05,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Nobody 2 (2025),2D,6:20p,Unknown,Senior,$17.05,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Nobody 2 (2025),2D,8:40p,Unknown,General Admission DBOX,$20.57,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Nobody 2 (2025),2D,8:40p,Unknown,Child,$17.05,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Nobody 2 (2025),2D,8:40p,Unknown,Senior,$17.05,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Nobody 2 (2025),2D,11:00p,Unknown,General Admission DBOX,$20.57,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Nobody 2 (2025),2D,11:00p,Unknown,Child,$17.05,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Nobody 2 (2025),2D,11:00p,Unknown,Senior,$17.05,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Nobody 2 (2025),2D,2:00p,Unknown,Child (XD),$19.49,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Nobody 2 (2025),2D,2:00p,Unknown,XD DBOX Matinee,$19.49,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Nobody 2 (2025),2D,2:00p,Unknown,Senior (XD),$19.49,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Teenage Mutant Ninja Turtles 35th Anniversary,2D,12:05p,Unknown,Fathom $12.50,$13.53,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Teenage Mutant Ninja Turtles 35th Anniversary,2D,1:00p,Unknown,Fathom $12.50,$13.53,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Teenage Mutant Ninja Turtles 35th Anniversary,2D,7:00p,Unknown,Fathom $12.50,$13.53,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Teenage Mutant Ninja Turtles 35th Anniversary,2D,7:15p,Unknown,Fathom $12.50,$13.53,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Shin Godzilla 4K (2025),2D,10:30a,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Shin Godzilla 4K (2025),2D,10:30a,Unknown,Matinee,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Shin Godzilla 4K (2025),2D,10:30a,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Shin Godzilla 4K (2025),2D,1:25p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Shin Godzilla 4K (2025),2D,1:25p,Unknown,Matinee,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Shin Godzilla 4K (2025),2D,1:25p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Shin Godzilla 4K (2025),2D,4:20p,Unknown,General Admission,$11.91,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Shin Godzilla 4K (2025),2D,4:20p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Shin Godzilla 4K (2025),2D,4:20p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Shin Godzilla 4K (2025),2D,7:15p,Unknown,General Admission,$11.91,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Shin Godzilla 4K (2025),2D,7:15p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Shin Godzilla 4K (2025),2D,7:15p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Shin Godzilla 4K (2025),2D,10:10p,Unknown,General Admission,$11.91,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Shin Godzilla 4K (2025),2D,10:10p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Shin Godzilla 4K (2025),2D,10:10p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Freakier Friday (2025),2D,9:30a,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Freakier Friday (2025),2D,9:30a,Unknown,Matinee,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Freakier Friday (2025),2D,9:30a,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Freakier Friday (2025),2D,10:15a,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Freakier Friday (2025),2D,10:15a,Unknown,Matinee,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Freakier Friday (2025),2D,10:15a,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Freakier Friday (2025),2D,12:15p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Freakier Friday (2025),2D,12:15p,Unknown,Matinee,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Freakier Friday (2025),2D,12:15p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Freakier Friday (2025),2D,12:55p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Freakier Friday (2025),2D,12:55p,Unknown,Matinee,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Freakier Friday (2025),2D,12:55p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Freakier Friday (2025),2D,3:00p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Freakier Friday (2025),2D,3:00p,Unknown,Matinee,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Freakier Friday (2025),2D,3:00p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Freakier Friday (2025),2D,4:30p,Unknown,General Admission,$11.91,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Freakier Friday (2025),2D,4:30p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Freakier Friday (2025),2D,4:30p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Freakier Friday (2025),2D,5:45p,Unknown,General Admission,$11.91,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Freakier Friday (2025),2D,5:45p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Freakier Friday (2025),2D,5:45p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Freakier Friday (2025),2D,8:30p,Unknown,General Admission,$11.91,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Freakier Friday (2025),2D,8:30p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Freakier Friday (2025),2D,8:30p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Freakier Friday (2025),2D,9:15p,Unknown,General Admission,$11.91,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Freakier Friday (2025),2D,9:15p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Freakier Friday (2025),2D,9:15p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,9:45a,Unknown,Child,$8.93,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,9:45a,Unknown,Matinee,$8.93,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,9:45a,Unknown,Senior,$8.93,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,10:10a,Unknown,Child,$8.93,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,10:10a,Unknown,Matinee,$8.93,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,10:10a,Unknown,Senior,$8.93,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,12:45p,Unknown,Child,$8.93,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,12:45p,Unknown,Matinee,$8.93,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,12:45p,Unknown,Senior,$8.93,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,1:10p,Unknown,Child,$8.93,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,1:10p,Unknown,Matinee,$8.93,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,1:10p,Unknown,Senior,$8.93,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,3:45p,Unknown,Child,$8.93,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,3:45p,Unknown,Matinee,$8.93,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,3:45p,Unknown,Senior,$8.93,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,4:10p,Unknown,General Admission,$12.45,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,4:10p,Unknown,Child,$8.93,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,4:10p,Unknown,Senior,$8.93,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,6:15p,Unknown,General Admission,$12.45,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,6:15p,Unknown,Child,$8.93,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,6:15p,Unknown,Senior,$8.93,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,7:10p,Unknown,General Admission,$12.45,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,7:10p,Unknown,Child,$8.93,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,7:10p,Unknown,Senior,$8.93,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,9:35p,Unknown,General Admission,$12.45,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,9:35p,Unknown,Child,$8.93,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,9:35p,Unknown,Senior,$8.93,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,10:15p,Unknown,General Admission,$12.45,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,10:15p,Unknown,Child,$8.93,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,10:15p,Unknown,Senior,$8.93,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,10:45a,Unknown,Child (XD),$20.30,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,10:45a,Unknown,XD DBOX Matinee,$20.30,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,10:45a,Unknown,Senior (XD),$20.30,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,4:35p,Unknown,XD DBOX General Admission,$23.82,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,4:35p,Unknown,Child (XD),$20.30,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,4:35p,Unknown,Senior (XD),$20.30,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,7:40p,Unknown,XD DBOX General Admission,$23.82,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,7:40p,Unknown,Child (XD),$20.30,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,7:40p,Unknown,Senior (XD),$20.30,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,10:45p,Unknown,XD DBOX General Admission,$23.82,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,10:45p,Unknown,Child (XD),$20.30,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Weapons (2025),2D,10:45p,Unknown,Senior (XD),$20.30,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Sketch (2025),2D,9:35a,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Sketch (2025),2D,9:35a,Unknown,Matinee,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Sketch (2025),2D,9:35a,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Sketch (2025),2D,2:30p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Sketch (2025),2D,2:30p,Unknown,Matinee,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Sketch (2025),2D,2:30p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Sketch (2025),2D,5:10p,Unknown,General Admission,$11.91,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Sketch (2025),2D,5:10p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Sketch (2025),2D,5:10p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Bad Guys 2 (2025),2D,9:30a,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Bad Guys 2 (2025),2D,9:30a,Unknown,Matinee,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Bad Guys 2 (2025),2D,9:30a,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Bad Guys 2 (2025),2D,12:00p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Bad Guys 2 (2025),2D,12:00p,Unknown,Matinee,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Bad Guys 2 (2025),2D,12:00p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Bad Guys 2 (2025),2D,2:35p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Bad Guys 2 (2025),2D,2:35p,Unknown,Matinee,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Bad Guys 2 (2025),2D,2:35p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Bad Guys 2 (2025),2D,4:50p,Unknown,General Admission,$11.91,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Bad Guys 2 (2025),2D,4:50p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Bad Guys 2 (2025),2D,4:50p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Bad Guys 2 (2025),2D,7:00p,Unknown,General Admission,$11.91,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Bad Guys 2 (2025),2D,7:00p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Bad Guys 2 (2025),2D,7:00p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Naked Gun (2025),2D,9:40a,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Naked Gun (2025),2D,9:40a,Unknown,Matinee,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Naked Gun (2025),2D,9:40a,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Naked Gun (2025),2D,11:55a,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Naked Gun (2025),2D,11:55a,Unknown,Matinee,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Naked Gun (2025),2D,11:55a,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Naked Gun (2025),2D,2:10p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Naked Gun (2025),2D,2:10p,Unknown,Matinee,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Naked Gun (2025),2D,2:10p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Naked Gun (2025),2D,4:25p,Unknown,General Admission,$11.91,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Naked Gun (2025),2D,4:25p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Naked Gun (2025),2D,4:25p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Naked Gun (2025),2D,6:40p,Unknown,General Admission,$11.91,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Naked Gun (2025),2D,6:40p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Naked Gun (2025),2D,6:40p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Naked Gun (2025),2D,8:55p,Unknown,General Admission,$11.91,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Naked Gun (2025),2D,8:55p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Naked Gun (2025),2D,8:55p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Naked Gun (2025),2D,11:15p,Unknown,General Admission,$11.91,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Naked Gun (2025),2D,11:15p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Naked Gun (2025),2D,11:15p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Together (2025),2D,11:10p,Unknown,General Admission,$11.91,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Together (2025),2D,11:10p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Together (2025),2D,11:10p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Fantastic Four: First Steps (2025),2D,10:05a,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Fantastic Four: First Steps (2025),2D,10:05a,Unknown,Matinee,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Fantastic Four: First Steps (2025),2D,10:05a,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Fantastic Four: First Steps (2025),2D,1:55p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Fantastic Four: First Steps (2025),2D,1:55p,Unknown,Matinee,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Fantastic Four: First Steps (2025),2D,1:55p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Fantastic Four: First Steps (2025),2D,5:00p,Unknown,General Admission,$11.91,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Fantastic Four: First Steps (2025),2D,5:00p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Fantastic Four: First Steps (2025),2D,5:00p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Fantastic Four: First Steps (2025),2D,8:00p,Unknown,General Admission,$11.91,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Fantastic Four: First Steps (2025),2D,8:00p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Fantastic Four: First Steps (2025),2D,8:00p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Fantastic Four: First Steps (2025),2D,10:50p,Unknown,General Admission,$11.91,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Fantastic Four: First Steps (2025),2D,10:50p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,The Fantastic Four: First Steps (2025),2D,10:50p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Superman (2025),2D,10:20a,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Superman (2025),2D,10:20a,Unknown,Matinee,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Superman (2025),2D,10:20a,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Superman (2025),2D,1:30p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Superman (2025),2D,1:30p,Unknown,Matinee,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Superman (2025),2D,1:30p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Superman (2025),2D,3:10p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Superman (2025),2D,3:10p,Unknown,Matinee,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Superman (2025),2D,3:10p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Superman (2025),2D,7:25p,Unknown,General Admission,$11.91,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Superman (2025),2D,7:25p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Superman (2025),2D,7:25p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Jurassic World Rebirth (2025),2D,7:35p,Unknown,General Admission,$11.91,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Jurassic World Rebirth (2025),2D,7:35p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Jurassic World Rebirth (2025),2D,7:35p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Jurassic World Rebirth (2025),2D,10:40p,Unknown,General Admission,$11.91,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Jurassic World Rebirth (2025),2D,10:40p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,Jurassic World Rebirth (2025),2D,10:40p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,F1 The Movie (2025),2D,10:25a,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,F1 The Movie (2025),2D,10:25a,Unknown,Matinee,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,F1 The Movie (2025),2D,10:25a,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,F1 The Movie (2025),2D,3:35p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,F1 The Movie (2025),2D,3:35p,Unknown,Matinee,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,F1 The Movie (2025),2D,3:35p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,F1 The Movie (2025),2D,9:10p,Unknown,General Admission,$11.91,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,F1 The Movie (2025),2D,9:10p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,F1 The Movie (2025),2D,9:10p,Unknown,Senior,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,F1 The Movie (2025),2D,10:25p,Unknown,General Admission,$11.91,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,F1 The Movie (2025),2D,10:25p,Unknown,Child,$8.39,N/A,N/A,N/A
Cinemark Rave Ridgmar 13 and XD,F1 The Movie (2025),2D,10:25p,Unknown,Senior,$8.39,N/A,N/A,N/A
